,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,Ph,Sulphates,Alcohol,Quality
529,9.9 g/L,0.63 g/L,0.24 g/L,2.4 g/L,0.077 g/L,6.0 mg/L SO2,33.0 mg/L SO2,0.9974 g/cm³,pH 3.09,0.57 g/L,9.4% vol,Score: 5
530,9.1 g/L,0.22 g/L,0.24 g/L,2.1 g/L,0.078 g/L,1.0 mg/L SO2,28.0 mg/L SO2,0.999 g/cm³,pH 3.41,0.87 g/L,10.3% vol,Score: 6
531,11.9 g/L,0.38 g/L,0.49 g/L,2.7 g/L,0.098 g/L,12.0 mg/L SO2,42.0 mg/L SO2,1.0004 g/cm³,pH 3.16,0.61 g/L,10.3% vol,Score: 5
532,11.9 g/L,0.38 g/L,0.49 g/L,2.7 g/L,0.098 g/L,12.0 mg/L SO2,42.0 mg/L SO2,1.0004 g/cm³,pH 3.16,0.61 g/L,10.3% vol,Score: 5
533,10.3 g/L,0.27 g/L,0.24 g/L,2.1 g/L,0.072 g/L,15.0 mg/L SO2,33.0 mg/L SO2,0.9956 g/cm³,pH 3.22,0.66 g/L,12.8% vol,Score: 6
534,10.0 g/L,0.48 g/L,0.24 g/L,2.7 g/L,0.102 g/L,13.0 mg/L SO2,32.0 mg/L SO2,1.0 g/cm³,pH 3.28,0.56 g/L,10.0% vol,Score: 6
535,9.1 g/L,0.22 g/L,0.24 g/L,2.1 g/L,0.078 g/L,1.0 mg/L SO2,28.0 mg/L SO2,0.999 g/cm³,pH 3.41,0.87 g/L,10.3% vol,Score: 6
536,9.9 g/L,0.63 g/L,0.24 g/L,2.4 g/L,0.077 g/L,6.0 mg/L SO2,33.0 mg/L SO2,0.9974 g/cm³,pH 3.09,0.57 g/L,9.4% vol,Score: 5
537,8.1 g/L,0.825 g/L,0.24 g/L,2.1 g/L,0.084 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.9972 g/cm³,pH 3.37,0.77 g/L,10.7% vol,Score: 6
538,12.9 g/L,0.35 g/L,0.49 g/L,5.8 g/L,0.066 g/L,5.0 mg/L SO2,35.0 mg/L SO2,1.0014 g/cm³,pH 3.2,0.66 g/L,12.0% vol,Score: 7
539,11.2 g/L,0.5 g/L,0.74 g/L,5.15 g/L,0.1 g/L,5.0 mg/L SO2,17.0 mg/L SO2,0.9996 g/cm³,pH 3.22,0.62 g/L,11.2% vol,Score: 5
540,9.2 g/L,0.59 g/L,0.24 g/L,3.3 g/L,0.101 g/L,20.0 mg/L SO2,47.0 mg/L SO2,0.9988 g/cm³,pH 3.26,0.67 g/L,9.6% vol,Score: 5
541,9.5 g/L,0.46 g/L,0.49 g/L,6.3 g/L,0.064 g/L,5.0 mg/L SO2,17.0 mg/L SO2,0.9988 g/cm³,pH 3.21,0.73 g/L,11.0% vol,Score: 6
542,9.3 g/L,0.715 g/L,0.24 g/L,2.1 g/L,0.07 g/L,5.0 mg/L SO2,20.0 mg/L SO2,0.9966 g/cm³,pH 3.12,0.59 g/L,9.9% vol,Score: 5
543,11.2 g/L,0.66 g/L,0.24 g/L,2.5 g/L,0.085 g/L,16.0 mg/L SO2,53.0 mg/L SO2,0.9993 g/cm³,pH 3.06,0.72 g/L,11.0% vol,Score: 6
544,14.3 g/L,0.31 g/L,0.74 g/L,1.8 g/L,0.075 g/L,6.0 mg/L SO2,15.0 mg/L SO2,1.0008 g/cm³,pH 2.86,0.79 g/L,8.4% vol,Score: 6
545,9.1 g/L,0.47 g/L,0.49 g/L,2.6 g/L,0.094 g/L,38.0 mg/L SO2,106.0 mg/L SO2,0.9982 g/cm³,pH 3.08,0.59 g/L,9.1% vol,Score: 5
546,7.5 g/L,0.55 g/L,0.24 g/L,2.0 g/L,0.078 g/L,10.0 mg/L SO2,28.0 mg/L SO2,0.9983 g/cm³,pH 3.45,0.78 g/L,9.5% vol,Score: 6
547,10.6 g/L,0.31 g/L,0.49 g/L,2.5 g/L,0.067 g/L,6.0 mg/L SO2,21.0 mg/L SO2,0.9987 g/cm³,pH 3.26,0.86 g/L,10.7% vol,Score: 6
548,12.4 g/L,0.35 g/L,0.49 g/L,2.6 g/L,0.079 g/L,27.0 mg/L SO2,69.0 mg/L SO2,0.9994 g/cm³,pH 3.12,0.75 g/L,10.4% vol,Score: 6
549,9.0 g/L,0.53 g/L,0.49 g/L,1.9 g/L,0.171 g/L,6.0 mg/L SO2,25.0 mg/L SO2,0.9975 g/cm³,pH 3.27,0.61 g/L,9.4% vol,Score: 6
550,6.8 g/L,0.51 g/L,0.01 g/L,2.1 g/L,0.074 g/L,9.0 mg/L SO2,25.0 mg/L SO2,0.9958 g/cm³,pH 3.33,0.56 g/L,9.5% vol,Score: 6
551,9.4 g/L,0.43 g/L,0.24 g/L,2.8 g/L,0.092 g/L,14.0 mg/L SO2,45.0 mg/L SO2,0.998 g/cm³,pH 3.19,0.73 g/L,10.0% vol,Score: 6
552,9.5 g/L,0.46 g/L,0.24 g/L,2.7 g/L,0.092 g/L,14.0 mg/L SO2,44.0 mg/L SO2,0.998 g/cm³,pH 3.12,0.74 g/L,10.0% vol,Score: 6
553,5.0 g/L,1.04 g/L,0.24 g/L,1.6 g/L,0.05 g/L,32.0 mg/L SO2,96.0 mg/L SO2,0.9934 g/cm³,pH 3.74,0.62 g/L,11.5% vol,Score: 5
554,15.5 g/L,0.645 g/L,0.49 g/L,4.2 g/L,0.095 g/L,10.0 mg/L SO2,23.0 mg/L SO2,1.00315 g/cm³,pH 2.92,0.74 g/L,11.1% vol,Score: 5
555,15.5 g/L,0.645 g/L,0.49 g/L,4.2 g/L,0.095 g/L,10.0 mg/L SO2,23.0 mg/L SO2,1.00315 g/cm³,pH 2.92,0.74 g/L,11.1% vol,Score: 5
556,10.9 g/L,0.53 g/L,0.49 g/L,4.6 g/L,0.118 g/L,10.0 mg/L SO2,17.0 mg/L SO2,1.0002 g/cm³,pH 3.07,0.56 g/L,11.7% vol,Score: 6
557,15.6 g/L,0.645 g/L,0.49 g/L,4.2 g/L,0.095 g/L,10.0 mg/L SO2,23.0 mg/L SO2,1.00315 g/cm³,pH 2.92,0.74 g/L,11.1% vol,Score: 5
558,10.9 g/L,0.53 g/L,0.49 g/L,4.6 g/L,0.118 g/L,10.0 mg/L SO2,17.0 mg/L SO2,1.0002 g/cm³,pH 3.07,0.56 g/L,11.7% vol,Score: 6
559,13.0 g/L,0.47 g/L,0.49 g/L,4.3 g/L,0.085 g/L,6.0 mg/L SO2,47.0 mg/L SO2,1.0021 g/cm³,pH 3.3,0.68 g/L,12.7% vol,Score: 6
560,12.7 g/L,0.6 g/L,0.49 g/L,2.8 g/L,0.075 g/L,5.0 mg/L SO2,19.0 mg/L SO2,0.9994 g/cm³,pH 3.14,0.57 g/L,11.4% vol,Score: 5
561,9.0 g/L,0.44 g/L,0.49 g/L,2.4 g/L,0.078 g/L,26.0 mg/L SO2,121.0 mg/L SO2,0.9978 g/cm³,pH 3.23,0.58 g/L,9.2% vol,Score: 5
562,9.0 g/L,0.54 g/L,0.49 g/L,2.9 g/L,0.094 g/L,41.0 mg/L SO2,110.0 mg/L SO2,0.9982 g/cm³,pH 3.08,0.61 g/L,9.2% vol,Score: 5
563,7.6 g/L,0.29 g/L,0.49 g/L,2.7 g/L,0.092 g/L,25.0 mg/L SO2,60.0 mg/L SO2,0.9971 g/cm³,pH 3.31,0.61 g/L,10.1% vol,Score: 6
564,13.0 g/L,0.47 g/L,0.49 g/L,4.3 g/L,0.085 g/L,6.0 mg/L SO2,47.0 mg/L SO2,1.0021 g/cm³,pH 3.3,0.68 g/L,12.7% vol,Score: 6
565,12.7 g/L,0.6 g/L,0.49 g/L,2.8 g/L,0.075 g/L,5.0 mg/L SO2,19.0 mg/L SO2,0.9994 g/cm³,pH 3.14,0.57 g/L,11.4% vol,Score: 5
566,8.7 g/L,0.7 g/L,0.24 g/L,2.5 g/L,0.226 g/L,5.0 mg/L SO2,15.0 mg/L SO2,0.9991 g/cm³,pH 3.32,0.6 g/L,9.0% vol,Score: 6
567,8.7 g/L,0.7 g/L,0.24 g/L,2.5 g/L,0.226 g/L,5.0 mg/L SO2,15.0 mg/L SO2,0.9991 g/cm³,pH 3.32,0.6 g/L,9.0% vol,Score: 6
568,9.8 g/L,0.5 g/L,0.49 g/L,2.6 g/L,0.25 g/L,5.0 mg/L SO2,20.0 mg/L SO2,0.999 g/cm³,pH 3.31,0.79 g/L,10.7% vol,Score: 6
569,6.2 g/L,0.36 g/L,0.24 g/L,2.2 g/L,0.095 g/L,19.0 mg/L SO2,42.0 mg/L SO2,0.9946 g/cm³,pH 3.57,0.57 g/L,11.7% vol,Score: 6
570,11.5 g/L,0.35 g/L,0.49 g/L,3.3 g/L,0.07 g/L,10.0 mg/L SO2,37.0 mg/L SO2,1.0003 g/cm³,pH 3.32,0.91 g/L,11.0% vol,Score: 6
571,6.2 g/L,0.36 g/L,0.24 g/L,2.2 g/L,0.095 g/L,19.0 mg/L SO2,42.0 mg/L SO2,0.9946 g/cm³,pH 3.57,0.57 g/L,11.7% vol,Score: 6
572,10.2 g/L,0.24 g/L,0.49 g/L,2.4 g/L,0.075 g/L,10.0 mg/L SO2,28.0 mg/L SO2,0.9978 g/cm³,pH 3.14,0.61 g/L,10.4% vol,Score: 5
573,10.5 g/L,0.59 g/L,0.49 g/L,2.1 g/L,0.07 g/L,14.0 mg/L SO2,47.0 mg/L SO2,0.9991 g/cm³,pH 3.3,0.56 g/L,9.6% vol,Score: 4
574,10.6 g/L,0.34 g/L,0.49 g/L,3.2 g/L,0.078 g/L,20.0 mg/L SO2,78.0 mg/L SO2,0.9992 g/cm³,pH 3.19,0.7 g/L,10.0% vol,Score: 6
575,12.3 g/L,0.27 g/L,0.49 g/L,3.1 g/L,0.079 g/L,28.0 mg/L SO2,46.0 mg/L SO2,0.9993 g/cm³,pH 3.2,0.8 g/L,10.2% vol,Score: 6
576,9.9 g/L,0.5 g/L,0.24 g/L,2.3 g/L,0.103 g/L,6.0 mg/L SO2,14.0 mg/L SO2,0.9978 g/cm³,pH 3.34,0.52 g/L,10.0% vol,Score: 4
577,8.8 g/L,0.44 g/L,0.49 g/L,2.8 g/L,0.083 g/L,18.0 mg/L SO2,111.0 mg/L SO2,0.9982 g/cm³,pH 3.3,0.6 g/L,9.5% vol,Score: 5
578,8.8 g/L,0.47 g/L,0.49 g/L,2.9 g/L,0.085 g/L,17.0 mg/L SO2,110.0 mg/L SO2,0.9982 g/cm³,pH 3.29,0.6 g/L,9.8% vol,Score: 5
579,10.6 g/L,0.31 g/L,0.49 g/L,2.2 g/L,0.063 g/L,18.0 mg/L SO2,40.0 mg/L SO2,0.9976 g/cm³,pH 3.14,0.51 g/L,9.8% vol,Score: 6
580,12.3 g/L,0.5 g/L,0.49 g/L,2.2 g/L,0.089 g/L,5.0 mg/L SO2,14.0 mg/L SO2,1.0002 g/cm³,pH 3.19,0.44 g/L,9.6% vol,Score: 5
581,12.3 g/L,0.5 g/L,0.49 g/L,2.2 g/L,0.089 g/L,5.0 mg/L SO2,14.0 mg/L SO2,1.0002 g/cm³,pH 3.19,0.44 g/L,9.6% vol,Score: 5
582,11.7 g/L,0.49 g/L,0.49 g/L,2.2 g/L,0.083 g/L,5.0 mg/L SO2,15.0 mg/L SO2,1.0 g/cm³,pH 3.19,0.43 g/L,9.2% vol,Score: 5
583,12.0 g/L,0.28 g/L,0.49 g/L,1.9 g/L,0.074 g/L,10.0 mg/L SO2,21.0 mg/L SO2,0.9976 g/cm³,pH 2.98,0.66 g/L,9.9% vol,Score: 7
584,11.8 g/L,0.33 g/L,0.49 g/L,3.4 g/L,0.093 g/L,54.0 mg/L SO2,80.0 mg/L SO2,1.0002 g/cm³,pH 3.3,0.76 g/L,10.7% vol,Score: 7
585,7.6 g/L,0.51 g/L,0.24 g/L,2.4 g/L,0.091 g/L,8.0 mg/L SO2,38.0 mg/L SO2,0.998 g/cm³,pH 3.47,0.66 g/L,9.6% vol,Score: 6
586,11.1 g/L,0.31 g/L,0.49 g/L,2.7 g/L,0.094 g/L,16.0 mg/L SO2,47.0 mg/L SO2,0.9986 g/cm³,pH 3.12,1.02 g/L,10.6% vol,Score: 7
587,7.3 g/L,0.73 g/L,0.24 g/L,1.9 g/L,0.108 g/L,18.0 mg/L SO2,102.0 mg/L SO2,0.9967 g/cm³,pH 3.26,0.59 g/L,9.3% vol,Score: 5
588,5.0 g/L,0.42 g/L,0.24 g/L,2.0 g/L,0.06 g/L,19.0 mg/L SO2,50.0 mg/L SO2,0.9917 g/cm³,pH 3.72,0.74 g/L,14.0% vol,Score: 8
589,10.2 g/L,0.29 g/L,0.49 g/L,2.6 g/L,0.059 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.9976 g/cm³,pH 3.05,0.74 g/L,10.5% vol,Score: 7
590,9.0 g/L,0.45 g/L,0.49 g/L,2.6 g/L,0.084 g/L,21.0 mg/L SO2,75.0 mg/L SO2,0.9987 g/cm³,pH 3.35,0.57 g/L,9.7% vol,Score: 5
591,6.6 g/L,0.39 g/L,0.49 g/L,1.7 g/L,0.07 g/L,23.0 mg/L SO2,149.0 mg/L SO2,0.9922 g/cm³,pH 3.12,0.5 g/L,11.5% vol,Score: 6
592,9.0 g/L,0.45 g/L,0.49 g/L,2.6 g/L,0.084 g/L,21.0 mg/L SO2,75.0 mg/L SO2,0.9987 g/cm³,pH 3.35,0.57 g/L,9.7% vol,Score: 5
593,9.9 g/L,0.49 g/L,0.58 g/L,3.5 g/L,0.094 g/L,9.0 mg/L SO2,43.0 mg/L SO2,1.0004 g/cm³,pH 3.29,0.58 g/L,9.0% vol,Score: 5
594,7.9 g/L,0.72 g/L,0.17 g/L,2.6 g/L,0.096 g/L,20.0 mg/L SO2,38.0 mg/L SO2,0.9978 g/cm³,pH 3.4,0.53 g/L,9.5% vol,Score: 5
595,8.9 g/L,0.595 g/L,0.41 g/L,7.9 g/L,0.086 g/L,30.0 mg/L SO2,109.0 mg/L SO2,0.9998 g/cm³,pH 3.27,0.57 g/L,9.3% vol,Score: 5
596,12.4 g/L,0.4 g/L,0.51 g/L,2.0 g/L,0.059 g/L,6.0 mg/L SO2,24.0 mg/L SO2,0.9994 g/cm³,pH 3.04,0.6 g/L,9.3% vol,Score: 6
597,11.9 g/L,0.58 g/L,0.58 g/L,1.9 g/L,0.071 g/L,5.0 mg/L SO2,18.0 mg/L SO2,0.998 g/cm³,pH 3.09,0.63 g/L,10.0% vol,Score: 6
598,8.5 g/L,0.585 g/L,0.18 g/L,2.1 g/L,0.078 g/L,5.0 mg/L SO2,30.0 mg/L SO2,0.9967 g/cm³,pH 3.2,0.48 g/L,9.8% vol,Score: 6
599,12.7 g/L,0.59 g/L,0.45 g/L,2.3 g/L,0.082 g/L,11.0 mg/L SO2,22.0 mg/L SO2,1.0 g/cm³,pH 3.0,0.7 g/L,9.3% vol,Score: 6
600,8.2 g/L,0.915 g/L,0.27 g/L,2.1 g/L,0.088 g/L,7.0 mg/L SO2,23.0 mg/L SO2,0.9962 g/cm³,pH 3.26,0.47 g/L,10.0% vol,Score: 4
601,13.2 g/L,0.46 g/L,0.52 g/L,2.2 g/L,0.071 g/L,12.0 mg/L SO2,35.0 mg/L SO2,1.0006 g/cm³,pH 3.1,0.56 g/L,9.0% vol,Score: 6
602,7.7 g/L,0.835 g/L,0.0 g/L,2.6 g/L,0.081 g/L,6.0 mg/L SO2,14.0 mg/L SO2,0.9975 g/cm³,pH 3.3,0.52 g/L,9.3% vol,Score: 5
603,13.2 g/L,0.46 g/L,0.52 g/L,2.2 g/L,0.071 g/L,12.0 mg/L SO2,35.0 mg/L SO2,1.0006 g/cm³,pH 3.1,0.56 g/L,9.0% vol,Score: 6
604,8.3 g/L,0.58 g/L,0.13 g/L,2.9 g/L,0.096 g/L,14.0 mg/L SO2,63.0 mg/L SO2,0.9984 g/cm³,pH 3.17,0.62 g/L,9.1% vol,Score: 6
605,8.3 g/L,0.6 g/L,0.13 g/L,2.6 g/L,0.085 g/L,6.0 mg/L SO2,24.0 mg/L SO2,0.9984 g/cm³,pH 3.31,0.59 g/L,9.2% vol,Score: 6
606,9.4 g/L,0.41 g/L,0.48 g/L,4.6 g/L,0.072 g/L,10.0 mg/L SO2,20.0 mg/L SO2,0.9973 g/cm³,pH 3.34,0.79 g/L,12.2% vol,Score: 7
607,8.8 g/L,0.48 g/L,0.41 g/L,3.3 g/L,0.092 g/L,26.0 mg/L SO2,52.0 mg/L SO2,0.9982 g/cm³,pH 3.31,0.53 g/L,10.5% vol,Score: 6
608,10.1 g/L,0.65 g/L,0.37 g/L,5.1 g/L,0.11 g/L,11.0 mg/L SO2,65.0 mg/L SO2,1.0026 g/cm³,pH 3.32,0.64 g/L,10.4% vol,Score: 6
609,6.3 g/L,0.36 g/L,0.19 g/L,3.2 g/L,0.075 g/L,15.0 mg/L SO2,39.0 mg/L SO2,0.9956 g/cm³,pH 3.56,0.52 g/L,12.7% vol,Score: 6
610,8.8 g/L,0.24 g/L,0.54 g/L,2.5 g/L,0.083 g/L,25.0 mg/L SO2,57.0 mg/L SO2,0.9983 g/cm³,pH 3.39,0.54 g/L,9.2% vol,Score: 5
611,13.2 g/L,0.38 g/L,0.55 g/L,2.7 g/L,0.081 g/L,5.0 mg/L SO2,16.0 mg/L SO2,1.0006 g/cm³,pH 2.98,0.54 g/L,9.4% vol,Score: 5
612,7.5 g/L,0.64 g/L,0.0 g/L,2.4 g/L,0.077 g/L,18.0 mg/L SO2,29.0 mg/L SO2,0.9965 g/cm³,pH 3.32,0.6 g/L,10.0% vol,Score: 6
613,8.2 g/L,0.39 g/L,0.38 g/L,1.5 g/L,0.058 g/L,10.0 mg/L SO2,29.0 mg/L SO2,0.9962 g/cm³,pH 3.26,0.74 g/L,9.8% vol,Score: 5
614,9.2 g/L,0.755 g/L,0.18 g/L,2.2 g/L,0.148 g/L,10.0 mg/L SO2,103.0 mg/L SO2,0.9969 g/cm³,pH 2.87,1.36 g/L,10.2% vol,Score: 6
615,9.6 g/L,0.6 g/L,0.5 g/L,2.3 g/L,0.079 g/L,28.0 mg/L SO2,71.0 mg/L SO2,0.9997 g/cm³,pH 3.5,0.57 g/L,9.7% vol,Score: 5
616,9.6 g/L,0.6 g/L,0.5 g/L,2.3 g/L,0.079 g/L,28.0 mg/L SO2,71.0 mg/L SO2,0.9997 g/cm³,pH 3.5,0.57 g/L,9.7% vol,Score: 5
617,11.5 g/L,0.31 g/L,0.51 g/L,2.2 g/L,0.079 g/L,14.0 mg/L SO2,28.0 mg/L SO2,0.9982 g/cm³,pH 3.03,0.93 g/L,9.8% vol,Score: 6
618,11.4 g/L,0.46 g/L,0.5 g/L,2.7 g/L,0.122 g/L,4.0 mg/L SO2,17.0 mg/L SO2,1.0006 g/cm³,pH 3.13,0.7 g/L,10.2% vol,Score: 5
619,11.3 g/L,0.37 g/L,0.41 g/L,2.3 g/L,0.088 g/L,6.0 mg/L SO2,16.0 mg/L SO2,0.9988 g/cm³,pH 3.09,0.8 g/L,9.3% vol,Score: 5
620,8.3 g/L,0.54 g/L,0.24 g/L,3.4 g/L,0.076 g/L,16.0 mg/L SO2,112.0 mg/L SO2,0.9976 g/cm³,pH 3.27,0.61 g/L,9.4% vol,Score: 5
621,8.2 g/L,0.56 g/L,0.23 g/L,3.4 g/L,0.078 g/L,14.0 mg/L SO2,104.0 mg/L SO2,0.9976 g/cm³,pH 3.28,0.62 g/L,9.4% vol,Score: 5
622,10.0 g/L,0.58 g/L,0.22 g/L,1.9 g/L,0.08 g/L,9.0 mg/L SO2,32.0 mg/L SO2,0.9974 g/cm³,pH 3.13,0.55 g/L,9.5% vol,Score: 5
623,7.9 g/L,0.51 g/L,0.25 g/L,2.9 g/L,0.077 g/L,21.0 mg/L SO2,45.0 mg/L SO2,0.9974 g/cm³,pH 3.49,0.96 g/L,12.1% vol,Score: 6
624,6.8 g/L,0.69 g/L,0.0 g/L,5.6 g/L,0.124 g/L,21.0 mg/L SO2,58.0 mg/L SO2,0.9997 g/cm³,pH 3.46,0.72 g/L,10.2% vol,Score: 5
625,6.8 g/L,0.69 g/L,0.0 g/L,5.6 g/L,0.124 g/L,21.0 mg/L SO2,58.0 mg/L SO2,0.9997 g/cm³,pH 3.46,0.72 g/L,10.2% vol,Score: 5
626,8.8 g/L,0.6 g/L,0.29 g/L,2.2 g/L,0.098 g/L,5.0 mg/L SO2,15.0 mg/L SO2,0.9988 g/cm³,pH 3.36,0.49 g/L,9.1% vol,Score: 5
627,8.8 g/L,0.6 g/L,0.29 g/L,2.2 g/L,0.098 g/L,5.0 mg/L SO2,15.0 mg/L SO2,0.9988 g/cm³,pH 3.36,0.49 g/L,9.1% vol,Score: 5
628,8.7 g/L,0.54 g/L,0.26 g/L,2.5 g/L,0.097 g/L,7.0 mg/L SO2,31.0 mg/L SO2,0.9976 g/cm³,pH 3.27,0.6 g/L,9.3% vol,Score: 6
629,7.6 g/L,0.685 g/L,0.23 g/L,2.3 g/L,0.111 g/L,20.0 mg/L SO2,84.0 mg/L SO2,0.9964 g/cm³,pH 3.21,0.61 g/L,9.3% vol,Score: 5
630,8.7 g/L,0.54 g/L,0.26 g/L,2.5 g/L,0.097 g/L,7.0 mg/L SO2,31.0 mg/L SO2,0.9976 g/cm³,pH 3.27,0.6 g/L,9.3% vol,Score: 6
631,10.4 g/L,0.28 g/L,0.54 g/L,2.7 g/L,0.105 g/L,5.0 mg/L SO2,19.0 mg/L SO2,0.9988 g/cm³,pH 3.25,0.63 g/L,9.5% vol,Score: 5
632,7.6 g/L,0.41 g/L,0.14 g/L,3.0 g/L,0.087 g/L,21.0 mg/L SO2,43.0 mg/L SO2,0.9964 g/cm³,pH 3.32,0.57 g/L,10.5% vol,Score: 6
633,10.1 g/L,0.935 g/L,0.22 g/L,3.4 g/L,0.105 g/L,11.0 mg/L SO2,86.0 mg/L SO2,1.001 g/cm³,pH 3.43,0.64 g/L,11.3% vol,Score: 4
634,7.9 g/L,0.35 g/L,0.21 g/L,1.9 g/L,0.073 g/L,46.0 mg/L SO2,102.0 mg/L SO2,0.9964 g/cm³,pH 3.27,0.58 g/L,9.5% vol,Score: 5
635,8.7 g/L,0.84 g/L,0.0 g/L,1.4 g/L,0.065 g/L,24.0 mg/L SO2,33.0 mg/L SO2,0.9954 g/cm³,pH 3.27,0.55 g/L,9.7% vol,Score: 5
636,9.6 g/L,0.88 g/L,0.28 g/L,2.4 g/L,0.086 g/L,30.0 mg/L SO2,147.0 mg/L SO2,0.9979 g/cm³,pH 3.24,0.53 g/L,9.4% vol,Score: 5
637,9.5 g/L,0.885 g/L,0.27 g/L,2.3 g/L,0.084 g/L,31.0 mg/L SO2,145.0 mg/L SO2,0.9978 g/cm³,pH 3.24,0.53 g/L,9.4% vol,Score: 5
638,7.7 g/L,0.915 g/L,0.12 g/L,2.2 g/L,0.143 g/L,7.0 mg/L SO2,23.0 mg/L SO2,0.9964 g/cm³,pH 3.35,0.65 g/L,10.2% vol,Score: 7
639,8.9 g/L,0.29 g/L,0.35 g/L,1.9 g/L,0.067 g/L,25.0 mg/L SO2,57.0 mg/L SO2,0.997 g/cm³,pH 3.18,1.36 g/L,10.3% vol,Score: 6
640,9.9 g/L,0.54 g/L,0.45 g/L,2.3 g/L,0.071 g/L,16.0 mg/L SO2,40.0 mg/L SO2,0.9991 g/cm³,pH 3.39,0.62 g/L,9.4% vol,Score: 5
641,9.5 g/L,0.59 g/L,0.44 g/L,2.3 g/L,0.071 g/L,21.0 mg/L SO2,68.0 mg/L SO2,0.9992 g/cm³,pH 3.46,0.63 g/L,9.5% vol,Score: 5
642,9.9 g/L,0.54 g/L,0.45 g/L,2.3 g/L,0.071 g/L,16.0 mg/L SO2,40.0 mg/L SO2,0.9991 g/cm³,pH 3.39,0.62 g/L,9.4% vol,Score: 5
643,9.5 g/L,0.59 g/L,0.44 g/L,2.3 g/L,0.071 g/L,21.0 mg/L SO2,68.0 mg/L SO2,0.9992 g/cm³,pH 3.46,0.63 g/L,9.5% vol,Score: 5
644,9.9 g/L,0.54 g/L,0.45 g/L,2.3 g/L,0.071 g/L,16.0 mg/L SO2,40.0 mg/L SO2,0.9991 g/cm³,pH 3.39,0.62 g/L,9.4% vol,Score: 5
645,7.8 g/L,0.64 g/L,0.1 g/L,6.0 g/L,0.115 g/L,5.0 mg/L SO2,11.0 mg/L SO2,0.9984 g/cm³,pH 3.37,0.69 g/L,10.1% vol,Score: 7
646,7.3 g/L,0.67 g/L,0.05 g/L,3.6 g/L,0.107 g/L,6.0 mg/L SO2,20.0 mg/L SO2,0.9972 g/cm³,pH 3.4,0.63 g/L,10.1% vol,Score: 5
647,8.3 g/L,0.845 g/L,0.01 g/L,2.2 g/L,0.07 g/L,5.0 mg/L SO2,14.0 mg/L SO2,0.9967 g/cm³,pH 3.32,0.58 g/L,11.0% vol,Score: 4
648,8.7 g/L,0.48 g/L,0.3 g/L,2.8 g/L,0.066 g/L,10.0 mg/L SO2,28.0 mg/L SO2,0.9964 g/cm³,pH 3.33,0.67 g/L,11.2% vol,Score: 7
649,6.7 g/L,0.42 g/L,0.27 g/L,8.6 g/L,0.068 g/L,24.0 mg/L SO2,148.0 mg/L SO2,0.9948 g/cm³,pH 3.16,0.57 g/L,11.3% vol,Score: 6
650,10.7 g/L,0.43 g/L,0.39 g/L,2.2 g/L,0.106 g/L,8.0 mg/L SO2,32.0 mg/L SO2,0.9986 g/cm³,pH 2.89,0.5 g/L,9.6% vol,Score: 5
651,9.8 g/L,0.88 g/L,0.25 g/L,2.5 g/L,0.104 g/L,35.0 mg/L SO2,155.0 mg/L SO2,1.001 g/cm³,pH 3.41,0.67 g/L,11.2% vol,Score: 5
652,15.9 g/L,0.36 g/L,0.65 g/L,7.5 g/L,0.096 g/L,22.0 mg/L SO2,71.0 mg/L SO2,0.9976 g/cm³,pH 2.98,0.84 g/L,14.9% vol,Score: 5
653,9.4 g/L,0.33 g/L,0.59 g/L,2.8 g/L,0.079 g/L,9.0 mg/L SO2,30.0 mg/L SO2,0.9976 g/cm³,pH 3.12,0.54 g/L,12.0% vol,Score: 6
654,8.6 g/L,0.47 g/L,0.47 g/L,2.4 g/L,0.074 g/L,7.0 mg/L SO2,29.0 mg/L SO2,0.9979 g/cm³,pH 3.08,0.46 g/L,9.5% vol,Score: 5
655,9.7 g/L,0.55 g/L,0.17 g/L,2.9 g/L,0.087 g/L,20.0 mg/L SO2,53.0 mg/L SO2,1.0004 g/cm³,pH 3.14,0.61 g/L,9.4% vol,Score: 5
656,10.7 g/L,0.43 g/L,0.39 g/L,2.2 g/L,0.106 g/L,8.0 mg/L SO2,32.0 mg/L SO2,0.9986 g/cm³,pH 2.89,0.5 g/L,9.6% vol,Score: 5
657,12.0 g/L,0.5 g/L,0.59 g/L,1.4 g/L,0.073 g/L,23.0 mg/L SO2,42.0 mg/L SO2,0.998 g/cm³,pH 2.92,0.68 g/L,10.5% vol,Score: 7
658,7.2 g/L,0.52 g/L,0.07 g/L,1.4 g/L,0.074 g/L,5.0 mg/L SO2,20.0 mg/L SO2,0.9973 g/cm³,pH 3.32,0.81 g/L,9.6% vol,Score: 6
659,7.1 g/L,0.84 g/L,0.02 g/L,4.4 g/L,0.096 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.997 g/cm³,pH 3.41,0.57 g/L,11.0% vol,Score: 4
660,7.2 g/L,0.52 g/L,0.07 g/L,1.4 g/L,0.074 g/L,5.0 mg/L SO2,20.0 mg/L SO2,0.9973 g/cm³,pH 3.32,0.81 g/L,9.6% vol,Score: 6
